Gene_ID	LNCaP_1	LNCaP_2
UNC119	14.6491	12.9453
TNC	0.0907521	0.146825
MEFV	0.0607831	0.103409
ELK1	21.2099	27.8081
SEPT7	25.246	27.7104
TMEM108	0.0620999	0.132019
ARMC8	9.81848	8.00821
HBQ1	6.58395	4.95208
GCA	6.80423	6.29474
MPZ	0	0.0482079
ARHGEF11	7.89016	8.54598
SSBP4	20.8798	22.6348
AP5S1	9.29961	8.56418
YBX1	509.685	510.656
PKNOX2	9.51958	8.59938
MRPS30	16.2914	16.0703
TRABD	28.0453	25.621
MST1R	0.0753478	0.138533
NOXRED1	0.0494237	0.0924679
ACOT6	0.0652107	0
MYH11	0.0196224	0
STX1B	0.0703041	0.0511136
TLR4	0	0
NR2C1	7.03821	7.24881
DAGLB	11.0518	7.17898
RAB4A	15.8067	16.1924
CTB-96E2.2	0	0
RAX	0	0
CCNJL	0.720988	0.520108
NUCB2	116.353	114.952
SLC6A20	0.293854	0.11767
KLHDC1	0.202826	0
CASQ2	0	0
C21orf119	22.4223	22.7551
WDR62	3.20125	3.07053
DAK	51.5036	49.7895
LTBP3	65.2958	58.885
ARHGAP27	4.29457	4.31668
SPDYE2	0.18189	0.317692
CD2	0	0
ST6GAL1	1.07401	0.996787
TTC28	0.882636	1.07218
LMO2	0.0193822	0
AC004817.1	0	0
LRRC69	0.0505947	0
JMJD6	8.59363	8.56888
IQGAP3	5.73961	5.62254
ROCK2	3.6354	4.0931
PLA2G2A	71.8802	74.1228
CPLX4	0.0462514	0
PTBP2	3.02806	2.7662
ERVV-1	0	0
ANGEL2	5.20602	6.17443
KCNS1	0	0
AC110084.1	0	0
MEDAG	0	0
DEFB107B	0	0
CTF1	0.0582075	0.0278057
DOHH	14.2871	13.5388
ATXN7L1	2.66531	2.41715
ATOH7	0.354614	0.184881
CSF1R	0.0211073	0.0100653
C10orf10	0.551277	0.465605
ARHGAP33	5.02748	4.40043
ELMSAN1	6.89316	7.2582
CXCL2	0	0
NPVF	0	0
NKG2-E	0	6.48308e-32
NUDT17	1.66186	2.118
KIAA1841	0.940803	1.07637
NABP1	2.18656	3.54271
KIF1A	12.0193	15.1941
ZNF480	13.1052	12.626
SEP15	67.1396	61.1697
GAMT	99.9471	96.4064
HEPN1	0.101548	0.0970777
SPHK1	0.842657	1.04773
PFKL	64.3301	65.6349
UGT1A1	0.0886543	1.22024e-06
AC012313.1	2.81661	1.983
SLC2A8	11.214	9.14389
FAM26F	0	0
CTRB1	0.125337	0
OS9	95.41	90.6901
ESF1	5.46151	5.40088
CAV3	0	0
FAM173A	14.0462	14.8061
FOXR1	0.27608	0
SMARCD1	10.4663	13.5353
DPM2	18.2183	17.5553
WDR73	9.15514	10.4324
GTF2H5	2.54259	2.9842
KIF16B	1.1166	1.35825
FRMPD1	2.48029	2.81299
TLK1	9.21613	9.53009
TBRG1	38.8921	36.8899
DECR1	35.3195	33.8325
TRIM73	0.742624	1.1456
ZMYND8	13.2025	13.393
QPCTL	3.45469	3.1757
KIF14	1.24439	1.15416
SH3BGRL	7.80601	8.02123
ABL1	11.9706	11.9635
TET3	2.12469	2.37929
OR1S2	0	0
HPS6	7.10077	6.47688
TRIM14	11.6085	9.46986
NEK2	8.07247	8.53094
ERRFI1	8.89424	8.48393
NMRK2	0	0
NTN4	0	0.273123
OR2AG2	0.0980321	0
C21orf91	2.96535	3.99903
OR13A1	0	0
ULBP2	5.53918	5.73083
MAP4K2	4.56636	5.03028
FAM131B	0.282797	0.358136
PSMA8	0	0
CCDC110	0.908049	0.807029
SENP6	25.1406	25.2081
SERTAD2	0.736189	0.765714
CCDC167	52.0972	55.0487
COL26A1	3.23783	2.67912
HMBS	21.7896	22.5717
ASXL1	9.77911	11.1211
ZNF618	2.01412	2.55334
SLC27A5	32.1286	26.2002
ZNF28	7.25528	6.15279
NUDT5	24.7968	24.295
B3GNT6	0	0
KRTAP21-2	0	0
EVI2A	0	0
AC073063.1	0	0
MAP1LC3C	0	0
PABPC4	42.0327	42.8921
ZNF853	0.0109418	0.0417437
ZNF571	1.27616	1.08659
PDXP	12.8262	13.6466
CRADD	13.2695	10.9819
GPAA1	68.6032	69.4429
C2orf88	0.0312744	0.00994232
IL2	0	0
RANBP1	160.583	154.768
LEPREL4	23.8715	23.4776
H2AFY2	20.9182	21.4647
GTPBP8	5.68632	5.60138
KHDC1	1.54552	1.56644
CMTM7	1.71717	1.30155
C1RL	15.3754	16.207
UBFD1	62.6616	58.2559
ACADS	14.4276	14.4144
OPRM1	0	0
CYP51A1	32.4767	32.6009
FAM186A	0.106358	0.0202876
ERLIN1	7.35015	6.2741
FLNB	41.7908	43.1461
MTA3	12.5418	13.5225
DCD	0	0
MANSC1	7.55028	8.08606
WDR91	4.27962	4.35812
TMEM259	70.9412	71.8261
RNF150	1.46979	1.61318
KRTAP13-4	0	0
ADAMTS8	0	0.0100088
SDR42E2	0	0.016583
CMTM3	0.0256785	0.251556
LGALS12	0.0581723	0
TCFL5	6.69536	7.05789
BPTF	13.2296	14.4162
GALR1	0	0
EFHD1	0.397023	0.420295
MLLT11	1.30075	1.50636
NRM	3.95433	3.99435
CETN3	24.6531	21.1107
PFN3	0	0
ZAN	0	0
SEMA4B	7.3382	6.49595
DHCR24	160.768	164.772
PSTPIP1	0	0
FAM46A	0.0223545	0.0213133
DHX58	0.569305	0.670069
BEGAIN	0.114208	0.258958
HIST1H4I	0.657453	0.488976
WIPF2	16.0311	14.6768
L3MBTL1	1.24278	0.669521
HEXDC	8.08196	8.5297
GLTP	15.4403	15.1397
MYOZ2	0	0
ATG12	5.33573	4.9535
FAM81B	0	0
SH3D19	8.46298	9.45189
FAM71C	0	0.0245468
NUP50	25.8839	31.6083
IFI44L	0.0708112	0.00667864
SLC35A3	13.5767	14.1121
DPEP2	0	0
GRIN3B	0.0130334	0.0248669
MFSD6L	0.559831	0.553525
PRSS36	0.240645	0.131117
SCN2A	0	0.0244665
TMEM68	13.9905	12.1961
RAB27B	1.06396	1.08895
MORC2	16.9951	16.0576
AC016745.1	0	0.130766
GABRG2	0.0107295	0
ATP6V0C	215.906	211.749
LAPTM4B	30.3331	30.9469
OR4K5	0	0
AC012067.1	0	0
SGK494	0.577964	0.0560623
SERINC3	55.7697	57.7169
ZNF490	1.34564	1.09456
PCDHB13	0.939937	0.826731
PDCD2	33.5603	35.7589
ZNF526	1.12948	2.15218
GRHL3	0.176572	0.356408
MASTL	2.15234	2.57392
FXR1	39.6911	37.5121
NEXN	0.0725102	0.0185742
SUCNR1	0	0
PRR20B	0	0
NXPE3	9.92479	8.33369
TAB2	10.234	11.6637
OR52M1	0	0
MUM1	9.19253	10.4972
ZNF566	3.99516	4.25216
ANKRD66	0.0364236	0
DNAH11	0.268405	0.22886
DENR	41.2701	42.0252
C10orf91	1.89119	1.68747
TEX36	0	0
CBX4	60.6134	56.8303
SLC10A4	0	0
POLR1E	12.4623	13.9375
FOXJ1	0.0661928	0.0947525
SLC24A5	1.20526	1.62529
EFNA3	28.1872	26.1806
PDSS1	3.9324	3.6049
BTNL9	0.548317	0.518698
KRTAP4-5	0	0
PRCC	34.1468	35.353
JSRP1	40.2818	36.2855
CEP350	1.43532	2.08467
ARL14EPL	0	0
UBXN1	81.2119	73.2911
ATCAY	0.0706143	0.0155954
ABHD4	17.6348	17.3979
SMAD3	8.30789	9.8877
PCDHA4	0.0240742	6.03363e-55
OR10K1	0	0
NPC2	51.2681	49.1736
LIX1	0.0418324	0
TMEM35	0	0.0194543
RBM15B	12.7699	12.422
SNRNP25	43.4433	38.6926
TMCO1	52.4045	53.4873
MURC	0	0.0638693
TXLNB	0	0.0166987
VWA5B2	0.0488127	0.0931234
IRX1	0	0
CCDC87	0.593415	0.622823
CLPTM1	1.05129	1.05881
CYP11A1	0.275486	0.309061
SFRP2	0	0
SULT1B1	0	0
NFE2L3	1.61997	1.78625
KDM1B	7.85877	9.24341
C1orf54	0.878743	0.458498
RCL1	10.2589	11.4882
RNASEH2B	6.70313	6.81908
AOC3	0.467076	0.453731
PCGF5	4.44799	5.10017
PCDHGA4	0.489477	0.476941
MAP3K15	0.350911	0.314394
FAM198B	54.5988	52.7035
SLC6A18	0	0
ATP1A2	0.0127913	0.0244044
PCDHGA3	0.319583	0.414529
OR2AK2	0	0
PAH	0	0
PRDM16	0.00465897	0.025032
POM121L12	0	0
S100A14	0.524129	0.200814
PVRL4	3.74227	3.9649
RP11-113D6.10	0	0
MESDC2	7.098	7.40751
POU3F1	0	0
VSIG2	0	0
KARS	70.7642	73.4905
DTX2	6.70943	5.38482
IL10RA	0.0519738	0.0109298
FAIM	12.0767	9.64242
ISM2	0.720539	0.706932
VEPH1	0.0966653	0.216265
DKFZP547L112	0.0475181	0
PPFIA1	15.7909	16.7982
ZNF454	0.764539	0.517255
BRD7	14.6955	15.4107
IL13RA2	0	0.0340346
CHRND	0	0
TUBB2B	1.12439	1.08257
GOLGA6B	0.00526098	0.0150686
ANGPTL3	0	0
ACOT4	0.0750113	0.0715999
C14orf132	1.69151	1.0922
SETDB1	18.2585	15.4957
IER5	1.971	2.2613
NEDD1	7.72865	7.76847
GCSAML	0	0
PDZD3	0	0
KCNK7	0.0386589	0.833252
LARP4B	21.1318	20.1645
GPR62	0	0.0392144
ERBB2	65.2968	58.9682
RIC8B	2.79268	3.7285
GRHPR	93.754	92.0997
CYP26B1	0	0.126668
FNDC7	0	0
CLCN3	58.5147	59.0367
C7	0	0
NRSN1	0	0
NPEPPS	44.9864	47.8088
SLC43A1	23.7444	23.8504
PBX4	0.215751	0.334929
KEAP1	35.7668	33.5472
CLDN16	0	0
OSGIN2	3.75794	4.44229
ZNRF1	8.38626	10.2943
CLSTN1	79.1972	78.2519
GHRH	0	0
ADAM20	0	0
ZNF229	5.05817	7.86443
DEPDC7	0	0
GPR25	0	0
CELSR3	0.490561	0.480332
ENY2	41.608	45.1116
NFKB1	11.4341	10.5469
TYRP1	0.324348	0.373732
FABP2	0	0
NSUN5	22.3076	21.035
CHL1	0	0.0150769
IGFBP6	0	0.0417
THUMPD2	0.972648	1.6972
PTGDS	0	0
AXDND1	0.177228	0
CCDC105	0	0
RNASE8	0	0
CXorf21	0	0
C19orf60	48.7435	49.9255
PBDC1	16.0698	15.1537
ZIC1	0.0078968	0
USP54	42.1127	41.4206
ALDH1A1	0	0
CATSPER2	1.07922	1.01149
AC011239.1	0	0
GLP2R	0.00912419	0.147448
UBE2QL1	0	0
EGFL7	28.6581	26.7768
LILRB4	0	0
UST	0.279788	0.238239
ARRDC5	0	0.0273855
TCTEX1D4	0.701126	0.466448
KDELC1	2.47615	1.77845
BBS4	24.2176	26.3794
ERAP2	0.472298	0.130856
KCNK12	0.0131804	0.00628276
MTO1	10.8706	12.0478
RP11-216L13.17	5.29359	4.56085
HLA-DPA1	0.203439	0.126815
TSPYL2	13.2593	14.388
TRIM62	1.64812	2.03551
TTYH3	12.2744	11.7185
PLA2G12A	16.402	18.3029
PRSS50	0	0
MEIS2	0.0880713	0.0836006
TP53TG3D	0.287666	0.305114
MRPL43	29.2131	29.5812
RGS21	0	0
CDR2L	6.65713	7.10655
ABL2	1.83913	1.99708
ABCC9	0	0.00559745
TMEM150B	0	0
SAFB	45.0274	45.8153
APH1A	44.8669	44.8394
TRAF3IP1	4.78778	4.66097
WNK1	27.1112	25.7865
ZCCHC5	0	0
LDLRAD4	0.00477623	0.00910753
MRGPRE	0.26736	0.0730559
HNRNPH2	23.4488	25.6663
THAP3	12.6456	12.7284
C3orf65	0	0
AC011997.1	0	0
DOCK7	5.49811	6.00604
RP11-861L17.3	0	0
CTB-60B18.6	0	0
RNASE4	1.562	1.459
PLIN4	0.413856	0.413038
CHRNA5	2.404	4.98213
DTWD2	6.34272	7.37042
MNAT1	22.2887	25.8569
GPR42	0	0
SMAP2	13.2595	13.5924
SPATA33	3.41824	4.28437
ANKRD28	6.26242	6.44576
MAGED1	60.6745	61.9888
CDK2AP2	45.4232	48.5365
ARVCF	16.0384	14.1331
DUSP22	6.07044	6.42563
SLC6A14	0	0
KIAA1257	2.00287	2.00116
MON1B	33.4207	33.6322
CT45A6	0	0
DCUN1D1	15.1194	15.5964
ZNF408	4.69633	4.03419
FOLR3	0	0
PLEKHA8	1.52916	2.07901
CCDC168	0	0
ALAD	5.66668	5.71302
TP53I11	27.1255	24.4887
CDNF	1.71405	1.76684
DGAT2	11.0887	12.8787
VKORC1L1	8.58987	8.75513
ENTHD1	0	0
C1orf131	10.0405	9.27947
PTPRU	6.79371	6.81854
KIAA1432	4.01289	3.75672
FLI1	0.0304621	0
PPP1R8	17.9983	18.0101
AL357673.1	2.29355	2.36069
GP2	0.0546152	0
SOD3	5.71194	4.59395
CTC-260F20.3	0.489171	1.40025
C7orf49	32.2017	35.8434
QRSL1	4.06701	4.27795
RP11-770J1.5	0.187349	0.18195
ARHGAP19-SLIT1	3.50805	3.78045
ZNF140	9.84805	11.0452
SAMD3	0	0
APOBEC3B	12.8562	12.443
IVD	62.3949	65.4534
EIF5A2	2.16844	2.68287
PEX11G	16.9126	13.2456
NUMA1	77.1858	76.4456
MTRNR2L7	0	0
LCA5L	0.974268	1.06568
SLC6A13	0.0701188	0
ALAS2	0	0.0224818
GABRD	0.310319	0.227969
CT47A11	0	0
KCNJ3	0.0473529	0
SYT10	0	0.0173117
TMEM222	19.5672	21.4952
CHST15	0.271319	0.114142
PAM16	55.5159	53.592
FZD7	0.295923	0.271789
AVEN	6.37303	6.31424
REV1	3.42524	4.31631
MYOG	0	0
AC018630.1	0	0
DPEP1	0	0.177643
GJB7	0	0
SCML4	0	0
ANKRD61	0.158802	0.189877
ACO2	50.5184	50.6671
NAP1L4	41.8322	40.8869
WNT16	0	0
SLC2A7	0	0
WNT2	0.0148804	0
SLC29A2	8.85119	10.0106
ZNF862	3.79374	4.62677
GDPD3	0.556456	0.399009
NODAL	0	0.0471074
ZNF37A	3.60851	3.45651
PRAF2	16.5152	18.1314
ZNF579	8.91836	8.56822
DRD3	0	0
GLRA2	0	0
PCDHB8	0.225037	0.230083
C2orf70	0.169563	0
ACER1	0	0.0318904
TNRC6B	9.65377	7.52544
KCNK15	0.0373236	0
ZC3H12C	0.487059	0.46347
RP11-514O12.4	0.837516	0.153008
TEX2	13.4915	11.8679
CCDC176	3.53599	3.14574
EFCAB6	0.591907	0.980625
IMPA2	15.1192	14.8621
ACTL10	6.11326	5.85864
OOSP1	0	0
RAB3A	17.9369	18.7105
TNS4	0.144718	0.147877
SLC25A46	8.51405	7.83144
EPPIN-WFDC6	0	0
AIFM2	0.634236	0.691966
ANO5	0	0
REXO1	5.83135	5.09154
SNAPIN	39.9311	40.4623
ZYG11A	0.128263	0.234897
NEUROD4	0	0
TEX37	0	0
CDK18	0.410055	0.392223
C1orf146	0	0
ATXN1	2.02076	1.82448
AEN	10.7919	9.95122
ESYT2	12.7695	12.8853
GOLGA7	32.3944	30.8506
TOM1	16.2601	18.3455
GBP7	0	0
SPRY2	0.31257	0.183085
FAM50B	4.61189	3.91736
MS4A4E	0	0
SOX4	17.1127	16.7483
TIMM21	17.1103	19.9809
TTLL12	52.788	54.37
GNE	0	0.0195041
UNC93B1	9.66842	9.76014
AL929472.1	0	0
ZBTB4	6.00335	5.81494
ADAT1	18.5884	14.3743
LZTFL1	3.59312	3.93815
VCAM1	0	0
TAAR2	0	0
FIS1	124.849	129.595
C1orf101	0.0149448	0
AGER	1.35234	1.88049
NDUFAF7	2.76925	2.38881
RCVRN	0	0
GOLGA8I	0.0157209	0.0281051
KIAA0319	0.047672	0.0682088
COX16	18.5629	18.8986
CCDC88B	0.671975	0.891583
SNX14	25.0085	23.8575
OSTN	0	0
ANXA9	5.19192	5.10347
MYO1E	2.69135	2.36772
CT47A3	0	0
POLA1	3.16094	3.27926
BMF	3.65866	2.70478
CLECL1	0	0
BHLHE23	0	0
FAM222A	1.05117	0.940879
ASPRV1	0.247487	0.157518
RP11-386G21.2	0	0
SLC2A11	6.31897	6.84081
GUCA1C	0	0
COPS8	37.4949	38.8164
EIF4ENIF1	7.38975	8.4212
C1QB	0	0
ANKRD6	1.15306	1.82556
INTS12	17.9693	14.1991
TNFAIP3	0.431642	0.2788
SESN3	12.4222	12.4016
RNF223	0.720941	0.711472
TEKT4	0.12697	0.0303388
RP11-9B6.1	0	0
FZD3	2.51958	4.03712
GPRC5C	8.45617	7.41702
SQSTM1	200.398	203.926
AC051642.1	0	0
WDR6	43.3919	44.694
TMEM251	17.614	15.3444
RP11-463J10.2	0	0
RLN1	11.2287	9.91914
ITGB5	11.4954	11.7327
OAS1	0.401754	0.330872
AC129492.6	0.153386	0.0732558
OR2T10	0	0
CRTC2	7.25549	7.55485
DNAJA2	25.6335	27.0414
LGALS7	0	0
FNIP1	8.14589	9.28408
PTCHD2	0.0158798	0.0924853
GTF2A1L	0	0
CSTF3	27.2321	27.1731
ALDH1L2	0.199821	0.186485
RIMS2	0	0.0613906
TM4SF2	6.71955e-08	0.833299
AC138655.1	0	0
LHX9	0.0858651	0.235987
C3orf27	0	0
ZNF416	1.30154	1.30752
NUP107	8.01627	8.7561
AL365202.1	0	0
DLK2	0.201696	0.254202
FXYD7	0	0.0849847
FAM9A	0	0
GPR143	2.36032	2.5482
ZNF320	6.44647	10.4334
TSC2	24.0498	25.1794
VCX	2.19988	1.98389
GALNTL6	0.0322415	0.0449591
GK	4.6665	4.88656
RNASE3	0	0
P2RX5	2.12072	2.18882
C6orf203	11.1449	13.1358
CBX8	11.742	11.3495
ASAH2C	0.370935	0.189365
TSG101	30.862	32.0355
DUS3L	11.3048	10.4448
ASIC2	0	0
MT-CO3	2865.12	3319.64
DCTN6	32.635	33.4561
FAM211B	6.6384	6.19556
TMEM100	0	0
IL17F	0	0
ZBTB12	3.6897	3.26721
ACOT2	27.6187	26.6134
ALPK1	1.07864	1.4005
CACNA1E	0	0
VTI1B	22.7604	25.1572
POPDC2	0.238686	0.338811
KCNE2	0.300855	0.288087
BX255923.1	0	0.0408353
C6orf106	19.4369	19.8635
HSPB2	0	0
TARSL2	3.47813	3.22793
ABHD8	13.9442	14.4867
RFTN1	0.0161789	0.015439
BTK	0.0405862	0
RPL6	1367.55	1410.15
GPSM2	5.67886	6.16873
HNRNPD	116.236	113.265
POLE4	28.2459	25.8698
CYP2U1	2.84685	3.6324
PPIAL4B	0	0
TRIM3	3.19272	3.58474
RPS27L	81.8742	98.4474
LDB3	0.035846	0.0170904
FAM47E	4.99234	4.26903
TBC1D10B	12.8575	13.3807
C2orf81	1.37309	2.16954
OPN1SW	0	0
DMGDH	1.3589	1.9781
FMO1	0	0
LRRC43	0	0.0213285
TTC33	2.73073	2.78187
NPRL3	16.655	16.4986
CETN1	0	0
SBF2	5.51158	5.85567
GSK3A	20.1097	19.0411
GALNT1	27.4969	34.3817
DNASE1L1	21.4186	22.7612
INCA1	0.638647	1.32051
KIF13B	3.15982	2.6476
OR4C11	0	0
RNF26	13.7964	12.6144
SMAD7	3.52289	2.96887
CLDN10	0	0
RPL23A	1112.36	1159.38
ZNF93	1.65642	1.55626
NFYC	28.1992	27.9505
AHCYL2	5.4671	6.10029
LHX3	0	0
CCL23	0	0
TRPC4	0	0
PLXNA4	0.00306925	0.0234038
C3orf56	0	0
TIGD3	0.652959	0.5375
CLASP2	7.04781	6.63169
KIAA1211	1.00144	0.974634
TNS3	0.0550494	0.11553
CCL8	0.0790814	0
C1orf172	8.26536	7.50152
CCNT1	4.66217	4.95243
BCO2	0.0245416	0.0304864
FAM135A	2.23115	2.19543
GRXCR2	0	0
CBX1	81.1754	81.3662
SLCO5A1	0.996649	1.47405
TMEM64	3.45297	4.05349
RGPD3	0.0776788	0.112137
VCAN	0.00854928	0.00814854
SYS1	18.6424	17.3214
CCDC58	33.8002	35.05
DNAJC6	0.559147	0.706886
TRAF3IP2	6.6829	5.75812
RP11-382J12.1	0.0341676	0.0543158
NTRK3	0	0
CCNA2	6.77	7.28973
TXNDC9	8.04097	10.3109
CHMP4B	44.4809	42.4726
CLPSL2	0	0
NBL1	0.0181639	0.0941258
MRS2	16.9706	17.8788
KRT13	0	0
ZBTB24	1.77994	2.18013
PLEKHS1	0.314423	0.202067
USE1	39.5677	37.1279
FAM9C	0	0
CDK5RAP2	7.67049	8.2834
OR2Z1	0	0
KRTAP9-8	0	0
EXTL1	0.0838435	0.0799635
PDE10A	7.13034	7.16234
MIF4GD	17.0267	18.914
SIGLEC9	0	0
TMEM14C	73.0036	75.975
ERVV-2	0	0
FGF19	0	0
VEGFC	0	0
OR5M1	0	0
NUDT3	7.15412	6.65225
DUOXA1	0.0487612	0.16086
VCX3A	0.172812	0.206929
AQP10	0	0
CLTB	57.846	53.2831
LHX1	0	0
TMPRSS11E	0.273278	0.461609
ATP12A	0.0480354	0.0916393
KHDRBS3	3.88343	3.83688
DEDD	13.1574	12.8542
SRMS	0.0629257	0
KRT75	0.0954969	0.200545
HIVEP2	2.83756	2.85309
MESDC1	2.79689	2.65496
PSMD1	29.8102	29.0003
CLEC4E	0	0
HAPLN2	0.16543	0.0499121
SEC61G	376.328	376.01
GGH	7.65382	8.93878
LRRC7	1.8608	2.27826
DDX47	19.9757	20.1454
EXOC2	2.60112	2.89961
SPDYA	1.0467	1.5481
RPS6KA1	12.5215	12.0239
SMC2	7.80239	7.33091
SCN5A	0.0209249	0.0139041
RP11-536G4.1	0	0
PP13439	0	0
TM9SF1	39.7911	41.7952
ARFRP1	15.2259	16.3538
TNFRSF12A	14.2171	13.2053
PAXBP1	4.19428	4.21505
PNPLA8	6.86878	7.19031
NUP37	8.70658	8.37396
C8orf82	26.6258	22.8619
C1orf186	0	0
ZDHHC17	4.20375	4.15067
RP11-451M19.3	0	0
ATP8B3	0.722781	0.446967
FAM171B	0.0353729	0.0202346
RPL8	1960.09	1961.93
ZNF552	6.43841	6.27994
CCDC34	8.79166	8.96578
NLRP5	0	0
C19orf40	1.26957	1.16177
ZBTB25	3.5924	3.31614
EDF1	524.912	512.846
CD1A	0	0
ARFGAP1	23.0948	25.2995
ABCD2	0	0
CDKN1C	0.96065	0.680611
ZFP14	1.2722	0.888132
AKAP8L	23.0846	24.3542
RP11-386G21.1	0	0
TNNI3	0	0
COL9A3	1.23988	0.794544
PDILT	0	0
C6orf120	6.31531	8.5888
TDRP	9.46178	10.4073
ARL6IP6	1.60977	1.69852
ARTN	2.9502	1.99522
SYDE2	0.149774	0.1428
SLC35C2	15.7816	14.6401
ZIC4	0	0
AC006946.15	0	0
EIF3L	117.651	122.855
CGB5	0	0
PRF1	0	0
MICU1	55.1599	49.8971
ZNF12	3.88184	3.14456
GABARAPL3	0	0.0236919
ZNF724P	1.22289	1.64892
SLC12A8	6.22798	6.18397
GOLGA8T	0.0241199	0.115177
TUBB4B	125.027	125.661
SLC39A13	10.4687	9.65343
NFASC	0.264957	0.888559
MPL	0.0233457	0.0891772
MYH7	0.00674876	0.012868
TMEM14A	29.2286	30.2336
SEPN1	13.4999	13.233
TAPT1	6.51071	7.31802
DARS	31.4403	29.2695
RYR3	0.00770541	0.00979061
ZAP70	0	0.0940594
TLX3	0	0
TRIM22	0.0588388	0.244768
DAGLA	2.4039	2.01222
UGT1A7	9.87408e-10	1.55869e-11
PCDHB15	1.25134	1.32509
RASGRP3	0	0
CTTNBP2	0.0295857	0.0282148
UBE2V2	34.1054	37.6095
MS4A18	0	0
EFCAB12	2.12372	1.70951
EIF4A3	78.2596	86.0879
YIPF6	13.7792	14.9294
COL25A1	0.0175914	0
RCN3	9.89606	8.58199
OSR2	3.06668	2.47398
SLC25A45	11.5558	8.69452
RP11-181C3.1	0	0.0481769
ADM	0.322988	0.558427
AC010877.1	0	0
ANGPTL4	0.13959	0.104394
ZNF830	6.07795	6.3203
AC104057.1	0	0
TARS2	16.6851	17.4371
AL627171.2	0	0
GAGE2A	0	0
GPAM	3.84614	3.97552
C9orf72	5.11864	5.03999
RGS22	0	0
HSPA5	130.363	133.27
NPIPA8	24.3861	23.5284
GLRX5	40.6691	39.4059
UBE2S	264.227	253.496
TRPS1	1.96123	1.56949
IRF1	2.08329	1.63442
MRGPRG	0	0
DAPP1	0.0335026	0
CCHCR1	10.2239	10.969
RYBP	4.10928	4.3357
ZNF234	1.57585	1.27553
DPPA4	0	0
EFHB	0.222908	0.0883577
AL807752.1	16.5389	11.668
SMG9	4.19803	4.8719
ARID1A	12.8648	13.2298
HTRA1	0.421252	0.405178
ALMS1	0.501328	0.541025
RP11-10J21.3	0	0
C10orf105	0	0
PTP4A3	7.98171	7.30563
CLDN19	0	0
C4orf27	18.4482	19.4837
BPNT1	25.0461	27.5745
FUBP3	17.311	17.8928
FARSA	164.571	155.654
RNF7	23.5484	22.5407
GSPT2	2.69823	2.4146
TNIK	0.654012	0.705749
TENM1	0.383155	0.567
CPNE2	4.69053	4.22372
SORBS1	0.65427	0.582208
LRRC41	27.9134	27.1937
RP5-850E9.3	5.65864e-07	3.70059e-07
OPN5	0	0
AKAP11	3.10264	3.35686
NLGN1	2.52723	3.05791
SLPI	4.90439	6.69077
GYS1	12.9782	12.543
ZNF32	23.5829	22.2162
ORM2	0.159574	0.306525
PCBP1	70.7332	72.2836
ARID3C	0.171763	0.0985263
PWP1	16.7909	18.2953
SNRNP70	88.0224	85.4501
ISY1-RAB43	1.99513	1.95407
CCDC170	0	0
METTL4	4.26462	3.36695
WDTC1	14.5282	14.5767
NUDT1	21.2439	17.7287
PARP1	149.308	149.659
PRRT2	1.13175	0.656814
KLHL24	6.22036	6.07486
GPR113	0.011714	0.292512
PTCD2	9.71918	10.2512
OR11H6	0	0
FOXP2	0.0192538	0
ZC3H18	17.3795	17.6531
ZNF383	1.42618	1.26725
C7orf61	0.160031	0.0510964
POU4F1	0.193723	0.202329
FNIP2	3.18563	2.73747
C12orf49	8.30972	8.53297
ZSCAN12	0.709467	0.857765
HMX1	0.0241645	0
TMIGD2	0	0
ZNF592	4.10646	4.12762
TLDC1	7.40237	6.42021
BCL2L15	0	0
IKZF5	2.23513	2.41094
LRRC49	2.47733	3.0531
FAM129C	0	0
EMP3	1.74612	0.40234
ZNF282	14.3237	14.1132
SEPSECS	2.97211	3.48986
ST6GALNAC1	2.61694	2.16572
CD300LG	0	0
RP11-723O4.6	0.62967	0.688734
RPS27A	408.392	369.407
CT47A1	0	0
PRAMEF16	0	0
MFSD10	24.2027	23.2564
ECEL1	0	0
HSPA1B	46.1651	44.975
PCGF1	3.50413	3.32253
ZDHHC11	2.35577	2.38826
ANKRD9	9.04002	7.75349
NKAIN1	0.114805	0.161466
TOX2	1.43634	0.805396
PDIA2	1.46345	1.94444
C9orf147	0	0
SMARCAL1	6.47905	6.89625
NPS	0	0
DVL2	23.1481	21.1623
TMEM212	0	0
RASSF1	11.0468	12.0204
REXO1L11P	0	0
ACER3	3.98287	4.59501
COPA	32.5648	33.028
ENPP4	4.33651	4.43423
PREB	20.3881	19.697
FAM209B	0	0
GAL3ST1	0	0
NPIPB4	3.21038	3.17958
ZC3HAV1L	1.95673	2.12178
TRAPPC3L	0	0
PHLDB3	6.0282	7.02576
DGCR6L	47.1287	45.2953
SGOL2	2.62276	2.73017
APOC1	1.21643	3.15533
EMC6	59.7022	57.5477
ZPBP	0	0
KRTAP10-3	0	0
ZC3H15	19.529	20.5365
IRX6	0.0961142	0.0392985
SLC6A19	0	0
RTN4R	2.45765	2.16116
RHBDD2	41.3454	41.0948
SGCG	0	0
C16orf72	4.46936	4.43223
DCC	0.0135354	0
WBP5	25.964	25.215
KCTD8	0	0
NUP54	10.5439	9.84226
GCC1	4.3004	4.72849
AC139426.2	0.0131702	0
LBR	14.0757	19.0902
OSBPL9	7.20515	7.70527
TENM3	0.00962522	0.00458719
RP1-228P16.5	0	0.0542055
CDHR5	0.0953185	0.122374
