Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Bronchopulmonary Dysplasia	2/188	0.017944417677846457	0.036611802596845815	0	0	10.640860215053763	42.78132529848109	GSK3B;HDAC2
Dermatitis	2/190	0.018305063253887765	0.036993444289397166	0	0	10.52659574468085	42.1124628968764	HDAC3;MAPK3
Transient Ischemic Attack	2/191	0.018486546019089473	0.036993444289397166	0	0	10.47037037037037	41.78423324351141	GSK3B;HIF1A
Enlargement of craniofacial bones	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	SMAD4
Keratoconjunctivitis, Vernal	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	SMAD2
SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	CTNNB1
Hepatic necrosis	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	CTNNB1
Thick craniofacial bones	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	SMAD4
SYNOVITIS, GRANULOMATOUS, WITH UVEITIS AND CRANIAL NEUROPATHIES (disorder)	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	MAPK1
Hyperkeratosis lenticularis perstans	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	MAPK8
Hypertrophy of craniofacial bones	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	SMAD4
Anal carcinoma	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	SMAD4
Malignant Female Reproductive System Neoplasm	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	PGR
Autosome Abnormalities	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	CDK6
Biliary stricture	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	SMAD4
Bone Cysts	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	FOS
Chromosome Aberrations	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	CDK6
Color blindness	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	CREBBP
Overriding toe	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	SMAD4
Coronary Restenosis	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	MAPK1
Craniofacial hyperostosis	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	SMAD4
Poisoning	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	GSK3B
Portal vein thrombosis	1/17	0.018543549289368706	0.036993444289397166	0	0	59.410714285714285	236.908142520545	CTNNB1
Inflammatory disorder	2/192	0.01866879976749371	0.03720573112088807	0	0	10.414736842105263	41.46004266439194	MAPK1;HIF1A
Allergic asthma	2/197	0.019591572002695453	0.03852637049034465	0	0	10.145128205128206	39.897297329224884	KAT5;HIF1A
Residual Cancer	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	HIF1A
Retinal ischemia	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	HIF1A
Decreased visual acuity, slowly progressive	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	CTNNB1
Heat Stroke	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	FOS
Papillary renal cell carcinoma, sporadic	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	HIF1A
Human immunodeficiency virus II infection	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	MAPK8
Infection by Candida albicans	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	MAPK8
Kabuki make-up syndrome	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	MAPK1
Malignant neoplasm tonsil	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	HIF1A
Myoma	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	PGR
Narrowing	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	NCOR2
Choroid Plexus Carcinoma	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	SMAD2
Pancreatic carcinoma resectable	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	SMAD4
Degeneration of lumbar intervertebral disc	1/18	0.019624065171284413	0.03852637049034465	0	0	55.91316526610644	219.7945772360195	HIF1A
Cognitive delay	4/966	0.019730968549647086	0.038697778436497514	0	0	4.392700392700393	17.243834738511353	SMAD4;CDK6;CTNNB1;MAPK1
Arteriovenous Malformations, Cerebral	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	SMAD4
Flared iliac wings	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	CREBBP
Self Mutilation	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	CREBBP
Leukemia, Monocytic, Chronic	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	HDAC2
Slow decrease in visual acuity	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	CTNNB1
Melanoma, Amelanotic	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	HIF1A
THANATOPHORIC DYSPLASIA, TYPE I (disorder)	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	MAPK1
Tuberculosis, Drug-Resistant	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	MAPK1
ABLEPHARON-MACROSTOMIA SYNDROME	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	HIF1A
Abnormality of the musculature	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	CTNNB1
Agoraphobia	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	CREBBP
Legg-Calve-Perthes Disease	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	CREBBP
Apert syndrome	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	MAPK8
Back Pain	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	SMAD4
Multiple adenomatous polyps	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	HDAC2
Carcinoma in situ of endometrium	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	CTNNB1
Cholecystitis	1/19	0.020703445636816073	0.039930962043663816	0	0	52.804232804232804	204.7460437251252	SMAD4
Coronary Artery Disease	4/981	0.02076013618308221	0.04000123801130475	0	0	4.321846923689298	16.745949568151598	MAPK8;MAPK1;FOS;HIF1A
Osteogenesis Imperfecta	2/204	0.020915346369852938	0.04026102249557462	0	0	9.79009900990099	37.86097688832336	SMAD4;CREBBP
Thymoma	2/205	0.021107464447248363	0.04059127778316993	0	0	9.741379310344827	37.583493495174864	GSK3B;MAPK3
Childhood Osteosarcoma	2/206	0.021300329231656354	0.04092232512891177	0	0	9.693137254901961	37.30920273952528	MAPK8;FOS
Metabolic Syndrome X	3/548	0.02138896951426314	0.041048512723735796	0	0	5.630033800096571	21.646803980663822	MAPK8;HDAC3;MAPK3
Visual seizure	2/207	0.02149393899970625	0.041048512723735796	0	0	9.645365853658536	37.03805335496648	HDAC2;FOS
Polycythemia Vera	2/207	0.02149393899970625	0.041048512723735796	0	0	9.645365853658536	37.03805335496648	XRCC5;CTNNB1
Deafness, Acquired	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	SMAD4
Hearing Loss, Extreme	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	SMAD4
Solitary fibrous tumor	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	CTNNB1
Impulsive Behavior	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	CREBBP
Adenosis of Breast	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	PGR
Arteriosclerosis Obliterans	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	HIF1A
Beta thalassemia intermedia	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	SMAD2
Bilateral Deafness	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	SMAD4
Morphologically abnormal structure (morphologic abnormality)	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	UBE2I
Chronic multifocal osteomyelitis	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	MAPK3
Chronic ulcerative colitis	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	CTNNB1
Complete Hearing Loss	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	SMAD4
Deaf Mutism	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	SMAD4
Placental Choriocarcinoma	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	PGR
Poikiloderma	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	CREBBP
Destructive Arthritis	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	MAPK1
Prune Belly Syndrome	1/20	0.02178169181492411	0.041048512723735796	0	0	50.02255639097744	191.42059056605152	HIF1A
Hematologic Neoplasms	3/557	0.022319458031141593	0.04202185854290243	0	0	5.536006080182405	21.049536119277608	SMAD2;CREBBP;CDK6
Congenital contractural arachnodactyly	2/212	0.022473102781810455	0.04227083618483395	0	0	9.413333333333334	35.72770531271647	SMAD4;MAPK3
Lymphoma, Follicular, Grade 2	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	CREBBP
Lymphoma, Mixed-Cell, Follicular	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	CREBBP
Lymphoma, Small Cleaved-Cell, Follicular	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	CREBBP
SMITH-MCCORT DYSPLASIA 1	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	PGR
Meningiomas, Multiple	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	PGR
Intestinal Polyposis	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	CTNNB1
Little's Disease	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	CTNNB1
Lumbar disc disease	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	HIF1A
Chronic venous insufficiency	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	MAPK3
pathologic fistula	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	MAPK3
Duane Retraction Syndrome	1/21	0.022858804833681204	0.04255055565176284	0	0	47.51904761904762	179.54686782262274	CREBBP
Lymphoproliferative Disorders	2/215	0.023069431684193193	0.0429021916914139	0	0	9.279342723004694	34.976133249960554	CDK6;XRCC5
Steatohepatitis	3/569	0.023594642544447684	0.043688726414973185	0	0	5.415287334945137	20.2896498612919	MAPK8;HDAC3;MAPK3
Renal Artery Stenosis	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	HIF1A
Restrictive cardiomyopathy	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	MAPK8
Familial generalized lipodystrophy	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	FOS
Short finger	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	SMAD4
Lymphoma, Follicular, Grade 3	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	CREBBP
Pancreatic carcinoma, familial	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	SMAD4
SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	MAPK3
THYROID CARCINOMA, SPORADIC MEDULLARY	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	CDK6
Hypoplastic finger	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	SMAD4
Wasting	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	SMAD4
Intracranial Meningioma	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	PGR
Adrenal Cancer	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	CTNNB1
Laryngomalacia	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	CREBBP
ANOPHTHALMIA AND PULMONARY HYPOPLASIA	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	SMAD4
Bare Lymphocyte Syndrome	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	MAPK1
Basal-Like Breast Carcinoma	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	PGR
Nephrosclerosis	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	HIF1A
Other specified manifestations of hyperkinetic syndrome	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	CREBBP
Prelingual Deafness	1/22	0.023934785813165056	0.043688726414973185	0	0	45.25396825396825	168.9069250201691	SMAD4
Nonorganic psychosis	2/220	0.02407788406722227	0.04390934536727976	0	0	9.064220183486238	33.77746784371144	HDAC2;FOS
Acute Erythroblastic Leukemia	2/224	0.024897638535404422	0.04506754640550183	0	0	8.899099099099098	32.86421561860828	MAPK8;MAPK1
Rubinstein-Taybi Syndrome	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	CREBBP
fibroma	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	CTNNB1
Skin Diseases, Infectious	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	HIF1A
Tumor Necrosis Factor Receptor 1-Associated Periodic Syndrome	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	FOS
Hypoxic-Ischemic Encephalopathy	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	HIF1A
Varicocele	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	HIF1A
Increased gastric cancer	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	CTNNB1
Involuntary Movements	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	MAPK3
Chronic glomerulonephritis	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	HIF1A
Congenital dislocation of radial head	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	CREBBP
Persistant truncus arteriosus	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	MAPK1
Cryptogenic Chronic Hepatitis	1/23	0.025009635878698734	0.04506754640550183	0	0	43.1948051948052	159.3237838191313	SMAD2
Graft-vs-Host Disease	2/226	0.02531180977943735	0.04552898389288594	0	0	8.81875	32.42199506044415	KAT5;MAPK1
Ventricular Septal Defects	2/226	0.02531180977943735	0.04552898389288594	0	0	8.81875	32.42199506044415	SMAD2;CREBBP
Neurogenic Muscular Atrophy	2/228	0.025728825920877788	0.04623697105890231	0	0	8.739823008849557	31.989004493355413	GSK3B;CTNNB1
Fetal Alcohol Spectrum Disorders	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	MAPK1
Secondary hypothyroidism	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	CTNNB1
Focal Segmental Glomerulosclerosis, Not Otherwise Specified	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	MAPK1
Gardner Syndrome	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	CTNNB1
Leukemia, Mast-Cell	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	CTNNB1
Thickened calvaria	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	SMAD4
Increased thickness of cranium	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	SMAD4
Intestinal Pseudo-Obstruction	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	SMAD4
Bronchitis	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	HDAC2
Childhood Solid Neoplasm	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	XRCC6
Complications of Diabetes Mellitus	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	HIF1A
Paroxysmal nonkinesigenic dyskinesia	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	HIF1A
Dupuytren's Disease	1/24	0.026083356159203222	0.04632610468923234	0	0	41.31469979296066	150.65231192236567	MAPK1
Hyperlipidemia	2/232	0.026571339796382116	0.047065826096730656	0	0	8.58608695652174	31.149654581957325	MAPK1;HIF1A
Hypoglycemia	2/232	0.026571339796382116	0.047065826096730656	0	0	8.58608695652174	31.149654581957325	MAPK8;HIF1A
Metastasis from malignant tumor of prostate	2/232	0.026571339796382116	0.047065826096730656	0	0	8.58608695652174	31.149654581957325	MAPK8;HIF1A
Autoimmune Diseases	4/1060	0.026734812853167336	0.047312952853947564	0	0	3.981902356902357	14.421609003237108	CREBBP;HDAC3;KAT5;MAPK1
Epstein-Barr Virus Infections	2/234	0.02699681108868059	0.047631435931420815	0	0	8.511206896551725	30.742790205835593	MAPK8;MAPK1
Familial erythrocytosis	1/25	0.027155947776597387	0.047631435931420815	0	0	39.59126984126984	142.77242140898989	HIF1A
Hemangioma, Cavernous	1/25	0.027155947776597387	0.047631435931420815	0	0	39.59126984126984	142.77242140898989	SMAD4
Frontal lobe hypoplasia	1/25	0.027155947776597387	0.047631435931420815	0	0	39.59126984126984	142.77242140898989	CDK6
Lymphoma, Follicular, Grade 1	1/25	0.027155947776597387	0.047631435931420815	0	0	39.59126984126984	142.77242140898989	CREBBP
Uterine Carcinosarcoma	1/25	0.027155947776597387	0.047631435931420815	0	0	39.59126984126984	142.77242140898989	SMAD2
Cancer of Digestive System	1/25	0.027155947776597387	0.047631435931420815	0	0	39.59126984126984	142.77242140898989	HIF1A
Non-infiltrating lobular carcinoma	1/25	0.027155947776597387	0.047631435931420815	0	0	39.59126984126984	142.77242140898989	PGR
Diabetes Insipidus	1/25	0.027155947776597387	0.047631435931420815	0	0	39.59126984126984	142.77242140898989	PGR
Diabetic foot ulcer	1/25	0.027155947776597387	0.047631435931420815	0	0	39.59126984126984	142.77242140898989	HIF1A
Epidermolysis Bullosa Simplex	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	MAPK8
Carcinoid, Goblet Cell	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	SMAD4
Hereditary nonpolyposis colorectal carcinoma	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	CTNNB1
Hyperprolactinemia	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	CTNNB1
Yellow Fever	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	MAPK1
Adult T Acute Lymphoblastic Leukemia	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	KAT5
Klatskin Tumor	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	HIF1A
Malignant Uterine Corpus Neoplasm	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	CTNNB1
Bare lymphocyte syndrome 2	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	MAPK1
Menkes Kinky Hair Syndrome	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	MAPK1
Carpal Tunnel Syndrome	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	PGR
Cortical gyral simplification	1/26	0.028227411859507716	0.04898869808657974	0	0	38.005714285714284	135.5839309094672	CDK6
Pituitary Diseases	2/240	0.028289924528736972	0.049054083357555324	0	0	8.294117647058824	29.57059930374123	HDAC2;MAPK1
Metastatic Prostate Carcinoma	2/241	0.028507861611188002	0.049388619896575704	0	0	8.258995815899581	29.38200020905147	MAPK8;HIF1A
Vitiligo	2/243	0.028945793832710322	0.049924983014877695	0	0	8.189626556016597	29.010362919697524	MAPK1;MAPK3
Precursor Cell Lymphoblastic Leukemia Lymphoma	3/618	0.029211927498130525	0.049924983014877695	0	0	4.971245186136072	17.564295004908622	CREBBP;CDK6;MAPK1
Chronic Infantile Neurological, Cutaneous, and Articular Syndrome	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	MAPK1
Rothmund-Thomson syndrome	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	CREBBP
Encephalopathy, Toxic	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	FOS
Fused vertebrae	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	SMAD4
Hereditary Leiomyomatosis and Renal Cell Cancer	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	HIF1A
Toxic Encephalitis	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	FOS
Vascular anomaly	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	SMAD4
Vertebral body fusion	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	SMAD4
Intracranial Astrocytoma	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	HIF1A
Lobular carcinoma in situ of breast	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	PGR
Loss of appetite (finding)	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	SMAD4
Autosomal Recessive Primary Microcephaly	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	CDK6
Mucinous neoplasm	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	HIF1A
Childhood Cerebral Astrocytoma	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	HIF1A
Congenital central hypoventilation	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	CREBBP
Congenital vascular anomaly	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	SMAD4
Decreased albumin	1/27	0.029297749526199113	0.049924983014877695	0	0	36.54212454212454	129.00263688319484	SMAD4
Acute myocardial infarction	2/247	0.029829845106883916	0.05074413788638737	0	0	8.054285714285715	28.28863175993996	MAPK1;HIF1A
Diabetic Retinopathy	2/247	0.029829845106883916	0.05074413788638737	0	0	8.054285714285715	28.28863175993996	HIF1A;MAPK3
Global developmental delay	4/1102	0.03029946316157308	0.05121669492648902	0	0	3.821088848411253	13.360915880008259	SMAD4;CDK6;CTNNB1;MAPK1
Single kidney	1/28	0.030366961903249945	0.05121669492648902	0	0	35.18694885361552	122.95727551819456	CDK6
Spina Bifida Occulta	1/28	0.030366961903249945	0.05121669492648902	0	0	35.18694885361552	122.95727551819456	CREBBP
Tumor Expansion	1/28	0.030366961903249945	0.05121669492648902	0	0	35.18694885361552	122.95727551819456	HIF1A
Viral myocarditis	1/28	0.030366961903249945	0.05121669492648902	0	0	35.18694885361552	122.95727551819456	MAPK3
Benign Meningioma	1/28	0.030366961903249945	0.05121669492648902	0	0	35.18694885361552	122.95727551819456	PGR
Cerebral Astrocytoma	1/28	0.030366961903249945	0.05121669492648902	0	0	35.18694885361552	122.95727551819456	HIF1A
Chronic colitis	1/28	0.030366961903249945	0.05121669492648902	0	0	35.18694885361552	122.95727551819456	SMAD4
Odontogenic Tumors	1/28	0.030366961903249945	0.05121669492648902	0	0	35.18694885361552	122.95727551819456	CTNNB1
Plasma cell dyscrasia	1/28	0.030366961903249945	0.05121669492648902	0	0	35.18694885361552	122.95727551819456	MAPK1
Recurrent major depressive episodes	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	GSK3B
Stage IV Breast Cancer AJCC v6 and v7	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	CDK6
Staphylococcus aureus infection	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	HIF1A
Hereditary hemorrhagic telangiectasia	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	SMAD4
XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	MAPK1
Treatment related leukaemia	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	CREBBP
Acute monocytic/monoblastic leukemia	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	CREBBP
Intermittent Claudication	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	HIF1A
Asbestosis	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	MAPK1
Breast cancer recurrent	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	NCOR2
Muckle-Wells Syndrome	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	MAPK1
Multiple endocrine neoplasia Type 2	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	MAPK1
Cholesterol gallstones	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	HIF1A
Contiguous gene syndrome	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	CREBBP
Costello syndrome (disorder)	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	MAPK1
Pierre Robin Syndrome	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	MAPK1
Diffusely thickened skin	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	SMAD4
Discordant ventriculoarterial connection	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	HIF1A
Dysgerminoma	1/29	0.031435050111481094	0.0521716167816598	0	0	33.92857142857143	117.38714910240454	CTNNB1
